linja,operaattori,suunnitellut,ajettu,luotettavuus
92N,Koiviston Auto,12,12,100.0
94A,Koiviston Auto,136,136,100.0
94B,V-S Bussipalvelut,2,2,100.0
94N,Koiviston Auto,12,12,100.0
90N,Koiviston Auto,12,12,100.0
911,Pohjolan Liikenne,14,14,100.0
912,Taksikuljetus Harri Vuolle,2,2,100.0
912K,Taksikuljetus Harri Vuolle,2,2,100.0
914T,Taksikuljetus Harri Vuolle,4,4,100.0
915B,Taksikuljetus Harri Vuolle,2,2,100.0
915T,Taksikuljetus Harri Vuolle,3,3,100.0
916,Taksikuljetus Harri Vuolle,3,3,100.0
163,Pohjolan Liikenne,56,56,100.0
163K,Pohjolan Liikenne,9,9,100.0
164,Koiviston Auto,20,20,100.0
164K,Koiviston Auto,21,21,100.0
165N,Koiviston Auto,9,9,100.0
166,V-S Bussipalvelut,38,38,100.0
166K,V-S Bussipalvelut,4,4,100.0
137,V-S Bussipalvelut,7,7,100.0
138,V-S Bussipalvelut,6,6,100.0
148,V-S Bussipalvelut,10,10,100.0
149,V-S Bussipalvelut,10,10,100.0
162,Pohjolan Liikenne,133,133,100.0
118N,Pohjolan Liikenne,7,7,100.0
119,V-S Bussipalvelut,6,6,100.0
121A,Pohjolan Liikenne,44,44,100.0
125N,Pohjolan Liikenne,8,8,100.0
113N,Nobina Finland,4,4,100.0
114,Nobina Finland,136,136,100.0
114N,Nobina Finland,3,3,100.0
116,V-S Bussipalvelut,4,4,100.0
117,V-S Bussipalvelut,6,6,100.0
246,Nobina Finland,26,26,100.0
246K,Nobina Finland,11,11,100.0
246KT,Nobina Finland,3,3,100.0
246T,Nobina Finland,7,7,100.0
247,Nobina Finland,29,29,100.0
247B,Nobina Finland,2,2,100.0
25,Nobina Finland,104,104,100.0
26,Nobina Finland,9,9,100.0
24,Nobina Finland,40,40,100.0
241,V-S Bussipalvelut,12,12,100.0
241V,V-S Bussipalvelut,10,10,100.0
242,V-S Bussipalvelut,7,7,100.0
243,Nobina Finland,26,26,100.0
243V,Nobina Finland,6,6,100.0
244,Nobina Finland,29,29,100.0
245A,Nobina Finland,57,57,100.0
231N,Pohjolan Liikenne,10,10,100.0
232,V-S Bussipalvelut,4,4,100.0
235N,Pohjolan Liikenne,5,5,100.0
237,Pohjolan Liikenne,14,14,100.0
237V,Pohjolan Liikenne,10,10,100.0
239,Pohjolan Liikenne,53,53,100.0
239V,Pohjolan Liikenne,10,10,100.0
224B,Pohjolan Liikenne,7,7,100.0
224K,Pohjolan Liikenne,63,63,100.0
227,Pohjolan Liikenne,64,64,100.0
227K,Pohjolan Liikenne,7,7,100.0
227N,Pohjolan Liikenne,6,6,100.0
229,V-S Bussipalvelut,10,10,100.0
22B,Nobina Finland,25,25,100.0
42,Nobina Finland,102,102,100.0
431N,Nobina Finland,5,5,100.0
433,Tammelundin Liikenne,44,44,100.0
434,Tammelundin Liikenne,145,145,100.0
436N,Koiviston Auto,3,3,100.0
443,Tammelundin Liikenne,41,41,100.0
35,Nurmijärven Linja,10,10,100.0
36,Nurmijärven Linja,8,8,100.0
37,Nobina Finland,128,128,100.0
400,Koiviston Auto,202,202,100.0
413,Korsisaari,6,6,100.0
415N,Pohjolan Liikenne,5,5,100.0
41A,Nobina Finland,106,106,100.0
335,Nobina Finland,80,80,100.0
34,Nurmijärven Linja,20,20,100.0
345,Nobina Finland,43,43,100.0
345K,Nobina Finland,8,8,100.0
345N,Nobina Finland,1,1,100.0
349,Nobina Finland,7,7,100.0
349B,Nobina Finland,2,2,100.0
349BK,Nobina Finland,7,7,100.0
30,Nobina Finland,184,184,100.0
31,Nurmijärven Linja,8,8,100.0
311,Koiviston Auto,84,84,100.0
313,Korsisaari,6,6,100.0
32,Nurmijärven Linja,8,8,100.0
321,Nobina Finland,44,44,100.0
33,Nurmijärven Linja,33,33,100.0
548,Nobina Finland,128,128,100.0
549,Nobina Finland,129,129,100.0
55,Pohjolan Liikenne,147,147,100.0
553,Koiviston Auto,116,116,100.0
554,Koiviston Auto,121,121,100.0
56,Nobina Finland,202,202,100.0
560,Koiviston Auto,230,230,100.0
561,Koiviston Auto,110,110,100.0
522B,Pohjolan Liikenne,21,21,100.0
53,Nobina Finland,56,56,100.0
530,Pohjolan Liikenne,204,204,100.0
54,Koiviston Auto,112,112,100.0
506,Pohjolan Liikenne,127,127,100.0
510,Nobina Finland,221,221,100.0
518,Koiviston Auto,12,12,100.0
52,Nobina Finland,195,195,100.0
520,Pohjolan Liikenne,218,218,100.0
521,Pohjolan Liikenne,57,57,100.0
521K,Pohjolan Liikenne,12,12,100.0
522,Pohjolan Liikenne,72,72,100.0
443K,Tammelundin Liikenne,10,10,100.0
444,Korsisaari,11,11,100.0
444T,Korsisaari,7,7,100.0
445,Tammelundin Liikenne,55,55,100.0
446,Korsisaari,20,20,100.0
447,Korsisaari,18,18,100.0
500,Pohjolan Liikenne,219,219,100.0
623,Koiviston Auto,74,74,100.0
624,Koiviston Auto,100,100,100.0
624N,Koiviston Auto,4,4,100.0
625,Korsisaari,38,38,100.0
631,Koiviston Auto,100,100,100.0
633,Koiviston Auto,41,41,100.0
633N,Pohjolan Liikenne,2,2,100.0
59,Pohjolan Liikenne,216,216,100.0
600,Koiviston Auto,255,255,100.0
614,Koiviston Auto,16,16,100.0
617,Koiviston Auto,16,16,100.0
619,Koiviston Auto,96,96,100.0
61N,Pohjolan Liikenne,9,9,100.0
576,Tammelundin Liikenne,56,56,100.0
582,Nobina Finland,54,54,100.0
582V,Nobina Finland,11,11,100.0
583,Tammelundin Liikenne,46,46,100.0
583K,Tammelundin Liikenne,29,29,100.0
584,Tammelundin Liikenne,76,76,100.0
584T,Tammelundin Liikenne,1,1,100.0
587,Koiviston Auto,53,53,100.0
562,Koiviston Auto,118,118,100.0
566,Nobina Finland,55,55,100.0
57,Nobina Finland,208,208,100.0
570,Koiviston Auto,212,212,100.0
570N,Koiviston Auto,16,16,100.0
571,Pohjolan Liikenne,94,94,100.0
572,Nobina Finland,63,63,100.0
574,Pohjolan Liikenne,85,85,100.0
721N,Koiviston Auto,6,6,100.0
723,Korsisaari,11,11,100.0
724,Koiviston Auto,8,8,100.0
73,Tammelundin Liikenne,111,111,100.0
731N,Koiviston Auto,7,7,100.0
734,Koiviston Auto,72,72,100.0
702,V-S Bussipalvelut,7,7,100.0
71,Nobina Finland,234,234,100.0
711,Koiviston Auto,92,92,100.0
717,Koiviston Auto,110,110,100.0
717K,Koiviston Auto,2,2,100.0
717N,Koiviston Auto,11,11,100.0
718,Koiviston Auto,14,14,100.0
718A,Koiviston Auto,15,15,100.0
665A,Pohjolan Liikenne,6,6,100.0
67N,Pohjolan Liikenne,2,2,100.0
69N,Pohjolan Liikenne,10,10,100.0
70,Koiviston Auto,126,126,100.0
701,V-S Bussipalvelut,6,6,100.0
64,Pohjolan Liikenne,124,124,100.0
641,Pohjolan Liikenne,73,73,100.0
642,Pohjolan Liikenne,32,32,100.0
643,Pohjolan Liikenne,33,33,100.0
643K,Pohjolan Liikenne,7,7,100.0
66,Pohjolan Liikenne,146,146,100.0
665,Pohjolan Liikenne,37,37,100.0
79B,Pohjolan Liikenne,35,35,100.0
79N,Pohjolan Liikenne,7,7,100.0
80,Nobina Finland,156,156,100.0
805,V-S Bussipalvelut,18,18,100.0
81,Nobina Finland,145,145,100.0
812,V-S Bussipalvelut,15,15,100.0
813,V-S Bussipalvelut,37,37,100.0
785K,Pohjolan Liikenne,8,8,100.0
787,Pohjolan Liikenne,3,3,100.0
787A,Pohjolan Liikenne,4,4,100.0
787K,Pohjolan Liikenne,6,6,100.0
788,Pohjolan Liikenne,5,5,100.0
788K,Pohjolan Liikenne,7,7,100.0
78N,Nobina Finland,21,21,100.0
79,Nobina Finland,192,192,100.0
74,Tammelundin Liikenne,108,108,100.0
74B,Tammelundin Liikenne,4,4,100.0
74N,Tammelundin Liikenne,14,14,100.0
75,Pohjolan Liikenne,146,146,100.0
77,Pohjolan Liikenne,114,114,100.0
77N,Nobina Finland,9,9,100.0
78,Nobina Finland,135,135,100.0
785,Pohjolan Liikenne,5,5,100.0
735,Koiviston Auto,101,101,100.0
736B,Koiviston Auto,7,7,100.0
737,Koiviston Auto,8,8,100.0
737K,Koiviston Auto,13,13,100.0
738,Pohjolan Liikenne,12,12,100.0
739,Koiviston Auto,54,54,100.0
73N,Tammelundin Liikenne,14,14,100.0
902,Pohjolan Liikenne,6,6,100.0
903,Pohjolan Liikenne,2,2,100.0
903K,Pohjolan Liikenne,2,2,100.0
905,Pohjolan Liikenne,2,2,100.0
907,Pohjolan Liikenne,7,7,100.0
908,Pohjolan Liikenne,7,7,100.0
90A,Koiviston Auto,3,3,100.0
85N,Nobina Finland,11,11,100.0
86,Nobina Finland,139,139,100.0
86K,Nobina Finland,8,8,100.0
86N,Nobina Finland,4,4,100.0
87,Nobina Finland,159,159,100.0
87N,Nobina Finland,9,9,100.0
88,Nobina Finland,155,155,100.0
89,Nobina Finland,144,144,100.0
831K,Pohjolan Liikenne,33,33,100.0
84,Nobina Finland,176,176,100.0
841,Pohjolan Liikenne,36,36,100.0
842,Pohjolan Liikenne,29,29,100.0
843,Pohjolan Liikenne,9,9,100.0
844,Pohjolan Liikenne,31,31,100.0
85,Nobina Finland,129,129,100.0
85K,Nobina Finland,22,22,100.0
816,V-S Bussipalvelut,14,14,100.0
817,V-S Bussipalvelut,20,20,100.0
818,V-S Bussipalvelut,15,15,100.0
82,Nobina Finland,145,145,100.0
82B,Nobina Finland,11,11,100.0
83,Nobina Finland,65,65,100.0
831,Pohjolan Liikenne,31,31,100.0
213,Nobina Finland,58,58,100.0
213N,Nobina Finland,10,10,100.0
214,Pohjolan Liikenne,86,86,100.0
214A,Pohjolan Liikenne,8,8,100.0
215,Pohjolan Liikenne,86,86,100.0
21N,Nobina Finland,10,10,100.0
224,Pohjolan Liikenne,62,62,100.0
200,Nobina Finland,195,195,100.0
201,Nurmijärven Linja,14,14,100.0
201B,Pohjolan Liikenne,36,36,100.0
202,Pohjolan Liikenne,103,103,100.0
203,Pohjolan Liikenne,46,46,100.0
207,V-S Bussipalvelut,13,13,100.0
21,Nobina Finland,231,231,100.0
212,Nobina Finland,39,39,100.0
175,Pohjolan Liikenne,1,1,100.0
175K,Pohjolan Liikenne,2,2,100.0
175V,Pohjolan Liikenne,1,1,100.0
182,Pohjolan Liikenne,6,6,100.0
182K,Pohjolan Liikenne,3,3,100.0
183,Taksikuljetus Harri Vuolle,5,5,100.0
184,Taksikuljetus Harri Vuolle,5,5,100.0
20,Nobina Finland,179,179,100.0
167,V-S Bussipalvelut,51,51,100.0
168,V-S Bussipalvelut,5,5,100.0
169,V-S Bussipalvelut,6,6,100.0
171,Pohjolan Liikenne,64,64,100.0
171Z,Pohjolan Liikenne,3,3,100.0
173,Pohjolan Liikenne,8,8,100.0
173N,Pohjolan Liikenne,4,4,100.0
173Z,Pohjolan Liikenne,58,58,100.0
111,Nobina Finland,128,128,100.0
105B,Nobina Finland,1,1,100.0
97N,Koiviston Auto,10,10,100.0
97V,Koiviston Auto,92,92,100.0
98,Koiviston Auto,104,104,100.0
105,Nobina Finland,98,98,100.0
986B,Pohjolan Liikenne,2,2,100.0
995,Pohjolan Liikenne,3,3,100.0
102N,Nobina Finland,9,9,100.0
