linja,operaattori,suunnitellut,ajettu,luotettavuus
721N,Koiviston Auto,5,5,100.0
717,Koiviston Auto,93,93,100.0
717K,Koiviston Auto,2,2,100.0
717N,Koiviston Auto,10,10,100.0
73,Tammelundin Liikenne,81,81,100.0
73N,Tammelundin Liikenne,22,22,100.0
74,Tammelundin Liikenne,79,79,100.0
74N,Tammelundin Liikenne,24,24,100.0
75,Pohjolan Liikenne,97,97,100.0
77,Pohjolan Liikenne,86,86,100.0
77N,Nobina Finland,9,9,100.0
78,Nobina Finland,76,76,100.0
785K,Pohjolan Liikenne,1,1,100.0
787B,Pohjolan Liikenne,1,1,100.0
787K,Pohjolan Liikenne,1,1,100.0
731N,Koiviston Auto,9,9,100.0
731,Koiviston Auto,66,66,100.0
734,Koiviston Auto,59,59,100.0
736,Koiviston Auto,29,29,100.0
736B,Koiviston Auto,3,3,100.0
712,Koiviston Auto,22,22,100.0
80,Nobina Finland,97,97,100.0
79N,Pohjolan Liikenne,7,7,100.0
79,Nobina Finland,139,139,100.0
78N,Nobina Finland,36,36,100.0
788K,Pohjolan Liikenne,3,3,100.0
788B,Pohjolan Liikenne,1,1,100.0
82B,Nobina Finland,11,11,100.0
81,Nobina Finland,114,114,100.0
842,Pohjolan Liikenne,16,16,100.0
843,Pohjolan Liikenne,1,1,100.0
844,Pohjolan Liikenne,14,14,100.0
82,Nobina Finland,87,87,100.0
83,Nobina Finland,43,43,100.0
831,Pohjolan Liikenne,14,14,100.0
831K,Pohjolan Liikenne,16,16,100.0
841,Pohjolan Liikenne,19,19,100.0
86K,Nobina Finland,11,11,100.0
86,Nobina Finland,87,87,100.0
85N,Nobina Finland,11,11,100.0
85K,Nobina Finland,35,35,100.0
85,Nobina Finland,67,67,100.0
89,Nobina Finland,87,87,100.0
87N,Nobina Finland,9,9,100.0
86N,Nobina Finland,4,4,100.0
90A,Koiviston Auto,3,3,100.0
904,Pohjolan Liikenne,8,8,100.0
92,Koiviston Auto,93,93,100.0
90N,Koiviston Auto,12,12,100.0
94,Koiviston Auto,92,92,100.0
94A,Koiviston Auto,115,115,100.0
95,Koiviston Auto,94,94,100.0
739,Koiviston Auto,38,38,100.0
95N,Koiviston Auto,8,8,100.0
963,Pohjolan Liikenne,26,26,100.0
96N,Koiviston Auto,10,10,100.0
973,Pohjolan Liikenne,60,60,100.0
975,Pohjolan Liikenne,44,44,100.0
975N,Pohjolan Liikenne,2,2,100.0
976,Pohjolan Liikenne,46,46,100.0
977,Pohjolan Liikenne,14,14,100.0
977V,Pohjolan Liikenne,14,14,100.0
978,Pohjolan Liikenne,45,45,100.0
978K,Pohjolan Liikenne,18,18,100.0
97N,Koiviston Auto,10,10,100.0
97V,Koiviston Auto,95,95,100.0
98,Koiviston Auto,90,90,100.0
985,Pohjolan Liikenne,28,28,100.0
995,Pohjolan Liikenne,1,1,100.0
