linja,operaattori,suunnitellut,ajettu,luotettavuus
313,Korsisaari,6,5,83.33
413,Korsisaari,6,5,83.33
902,Pohjolan Liikenne,6,5,83.33
908,Pohjolan Liikenne,12,10,83.33
971B,Pohjolan Liikenne,6,5,83.33
175,Pohjolan Liikenne,6,5,83.33
996,Pohjolan Liikenne,12,10,83.33
85,Nobina Finland,129,108,83.72
665,Pohjolan Liikenne,43,36,83.72
86,Nobina Finland,139,117,84.17
625,Korsisaari,38,32,84.21
788,Pohjolan Liikenne,13,11,84.62
905,Pohjolan Liikenne,13,11,84.62
97,Koiviston Auto,72,61,84.72
214,Pohjolan Liikenne,86,73,84.88
87,Nobina Finland,159,135,84.91
40,Nobina Finland,233,198,84.98
907,Pohjolan Liikenne,20,17,85.0
972,Pohjolan Liikenne,20,17,85.0
431B,Koiviston Auto,20,17,85.0
623,Koiviston Auto,74,63,85.14
619,Koiviston Auto,96,82,85.42
434,Tammelundin Liikenne,145,124,85.52
968,Pohjolan Liikenne,7,6,85.71
902K,Pohjolan Liikenne,7,6,85.71
702,V-S Bussipalvelut,7,6,85.71
237,Pohjolan Liikenne,14,12,85.71
79B,Pohjolan Liikenne,35,30,85.71
994,Pohjolan Liikenne,7,6,85.71
164K,Koiviston Auto,21,18,85.71
88,Nobina Finland,155,133,85.81
80,Nobina Finland,156,134,85.9
978,Pohjolan Liikenne,36,31,86.11
244,Nobina Finland,29,25,86.21
167,V-S Bussipalvelut,51,44,86.27
433,Tammelundin Liikenne,44,38,86.36
121A,Pohjolan Liikenne,44,38,86.36
976,Pohjolan Liikenne,66,57,86.36
98,Koiviston Auto,104,90,86.54
718A,Koiviston Auto,15,13,86.67
812,V-S Bussipalvelut,15,13,86.67
975,Pohjolan Liikenne,60,52,86.67
90,Koiviston Auto,158,137,86.71
239,Pohjolan Liikenne,53,46,86.79
166,V-S Bussipalvelut,38,33,86.84
831K,Pohjolan Liikenne,38,33,86.84
21,Nobina Finland,231,201,87.01
582,Nobina Finland,54,47,87.04
977,Pohjolan Liikenne,31,27,87.1
162,Pohjolan Liikenne,133,116,87.22
22,Nobina Finland,102,89,87.25
224K,Pohjolan Liikenne,63,55,87.3
78,Nobina Finland,135,118,87.41
588,Koiviston Auto,8,7,87.5
53,Nobina Finland,56,49,87.5
617,Koiviston Auto,16,14,87.5
94A,Koiviston Auto,136,119,87.5
734,Koiviston Auto,72,63,87.5
214A,Pohjolan Liikenne,8,7,87.5
345K,Nobina Finland,8,7,87.5
133,V-S Bussipalvelut,88,77,87.5
113,Nobina Finland,128,112,87.5
963,Pohjolan Liikenne,32,28,87.5
84,Nobina Finland,176,154,87.5
549,Nobina Finland,129,113,87.6
94,Koiviston Auto,154,135,87.66
83,Nobina Finland,65,57,87.69
245A,Nobina Finland,57,50,87.72
521,Pohjolan Liikenne,57,50,87.72
105,Nobina Finland,98,86,87.76
633,Koiviston Auto,41,36,87.8
831,Pohjolan Liikenne,33,29,87.88
977V,Pohjolan Liikenne,33,29,87.88
96,Koiviston Auto,157,138,87.9
631,Koiviston Auto,100,88,88.0
92,Koiviston Auto,152,134,88.16
52,Nobina Finland,195,172,88.21
665A,Pohjolan Liikenne,17,15,88.24
95,Koiviston Auto,136,120,88.24
978K,Pohjolan Liikenne,34,30,88.24
125,Pohjolan Liikenne,119,105,88.24
81,Nobina Finland,145,128,88.28
202,Pohjolan Liikenne,103,91,88.35
554,Koiviston Auto,121,107,88.43
25,Nobina Finland,104,92,88.46
118,Pohjolan Liikenne,191,169,88.48
124,Pohjolan Liikenne,122,108,88.52
842,Pohjolan Liikenne,35,31,88.57
56,Nobina Finland,202,179,88.61
986,Pohjolan Liikenne,9,8,88.89
962,Pohjolan Liikenne,9,8,88.89
447,Korsisaari,18,16,88.89
163K,Pohjolan Liikenne,9,8,88.89
903,Pohjolan Liikenne,9,8,88.89
173Z,Pohjolan Liikenne,54,48,88.89
961,Nurmijärven Linja,18,16,88.89
973,Pohjolan Liikenne,82,73,89.02
63,Koiviston Auto,146,130,89.04
66,Pohjolan Liikenne,146,130,89.04
111,Nobina Finland,128,114,89.06
227,Pohjolan Liikenne,64,57,89.06
566,Nobina Finland,55,49,89.09
445,Tammelundin Liikenne,55,49,89.09
400,Koiviston Auto,202,180,89.11
55,Pohjolan Liikenne,147,131,89.12
711,Koiviston Auto,92,82,89.13
97V,Koiviston Auto,92,82,89.13
23,Pohjolan Liikenne,157,140,89.17
530,Pohjolan Liikenne,204,182,89.22
42,Nobina Finland,102,91,89.22
311,Koiviston Auto,84,75,89.29
71,Nobina Finland,234,209,89.32
574,Pohjolan Liikenne,85,76,89.41
65,Pohjolan Liikenne,152,136,89.47
721,Koiviston Auto,114,102,89.47
64,Pohjolan Liikenne,124,111,89.52
502,Nobina Finland,135,121,89.63
213,Nobina Finland,58,52,89.66
247,Nobina Finland,29,26,89.66
553,Koiviston Auto,116,104,89.66
844,Pohjolan Liikenne,29,26,89.66
70,Koiviston Auto,126,113,89.68
75,Pohjolan Liikenne,146,131,89.73
212,Nobina Finland,39,35,89.74
548,Nobina Finland,128,115,89.84
61,Pohjolan Liikenne,138,124,89.86
624,Koiviston Auto,100,90,90.0
643,Pohjolan Liikenne,40,36,90.0
965,Pohjolan Liikenne,10,9,90.0
96N,Koiviston Auto,10,9,90.0
909,Pohjolan Liikenne,10,9,90.0
901,Pohjolan Liikenne,10,9,90.0
165,Pohjolan Liikenne,100,90,90.0
67,Pohjolan Liikenne,151,136,90.07
735,Koiviston Auto,101,91,90.1
985,Pohjolan Liikenne,61,55,90.16
54,Koiviston Auto,112,101,90.18
59,Pohjolan Liikenne,216,195,90.28
522,Pohjolan Liikenne,72,65,90.28
224,Pohjolan Liikenne,62,56,90.32
77,Pohjolan Liikenne,114,103,90.35
57,Nobina Finland,208,188,90.38
114,Nobina Finland,136,123,90.44
236,Pohjolan Liikenne,63,57,90.48
20,Nobina Finland,179,162,90.5
41A,Nobina Finland,106,96,90.57
587,Koiviston Auto,53,48,90.57
79,Nobina Finland,192,174,90.62
321,Nobina Finland,44,40,90.91
444,Korsisaari,11,10,90.91
582V,Nobina Finland,11,10,90.91
73,Tammelundin Liikenne,111,101,90.99
163,Pohjolan Liikenne,56,51,91.07
431,Koiviston Auto,68,62,91.18
335,Nobina Finland,80,73,91.25
583,Tammelundin Liikenne,46,42,91.3
506,Pohjolan Liikenne,127,116,91.34
300,Nobina Finland,208,190,91.35
600,Koiviston Auto,255,233,91.37
731,Koiviston Auto,93,85,91.4
611,Pohjolan Liikenne,128,117,91.41
37,Nobina Finland,128,117,91.41
562,Koiviston Auto,118,108,91.53
719K,Korsisaari,12,11,91.67
736,Koiviston Auto,48,44,91.67
171Z,Pohjolan Liikenne,12,11,91.67
520,Pohjolan Liikenne,218,200,91.74
500,Pohjolan Liikenne,219,201,91.78
200,Nobina Finland,195,179,91.79
561,Koiviston Auto,110,101,91.82
717,Koiviston Auto,110,101,91.82
30,Nobina Finland,184,169,91.85
641,Pohjolan Liikenne,100,92,92.0
572,Nobina Finland,63,58,92.06
584,Tammelundin Liikenne,76,70,92.11
570,Koiviston Auto,216,199,92.13
785K,Pohjolan Liikenne,13,12,92.31
243,Nobina Finland,26,24,92.31
738,Pohjolan Liikenne,13,12,92.31
571,Pohjolan Liikenne,94,87,92.55
74,Tammelundin Liikenne,108,100,92.59
171,Pohjolan Liikenne,56,52,92.86
576,Tammelundin Liikenne,56,52,92.86
560,Koiviston Auto,230,214,93.04
583K,Tammelundin Liikenne,29,27,93.1
510,Nobina Finland,221,206,93.21
818,V-S Bussipalvelut,15,14,93.33
69,Koiviston Auto,136,128,94.12
739,Koiviston Auto,54,51,94.44
841,Pohjolan Liikenne,36,34,94.44
345,Nobina Finland,43,41,95.35
22B,Nobina Finland,25,24,96.0
642,Pohjolan Liikenne,31,30,96.77
169,V-S Bussipalvelut,6,6,100.0
171B,Pohjolan Liikenne,1,1,100.0
975N,Pohjolan Liikenne,3,3,100.0
97N,Koiviston Auto,10,10,100.0
349BK,Nobina Finland,7,7,100.0
113N,Nobina Finland,4,4,100.0
114N,Nobina Finland,3,3,100.0
118N,Pohjolan Liikenne,7,7,100.0
119,V-S Bussipalvelut,6,6,100.0
125N,Pohjolan Liikenne,8,8,100.0
231N,Pohjolan Liikenne,10,10,100.0
232,V-S Bussipalvelut,4,4,100.0
235N,Pohjolan Liikenne,5,5,100.0
239V,Pohjolan Liikenne,10,10,100.0
77N,Nobina Finland,9,9,100.0
785,Pohjolan Liikenne,5,5,100.0
787A,Pohjolan Liikenne,5,5,100.0
787K,Pohjolan Liikenne,4,4,100.0
788K,Pohjolan Liikenne,4,4,100.0
82B,Nobina Finland,11,11,100.0
841B,Pohjolan Liikenne,2,2,100.0
224B,Pohjolan Liikenne,7,7,100.0
227N,Pohjolan Liikenne,6,6,100.0
78N,Nobina Finland,21,21,100.0
79N,Pohjolan Liikenne,7,7,100.0
731N,Koiviston Auto,7,7,100.0
736B,Koiviston Auto,7,7,100.0
73N,Tammelundin Liikenne,14,14,100.0
74N,Tammelundin Liikenne,14,14,100.0
717K,Koiviston Auto,2,2,100.0
717N,Koiviston Auto,11,11,100.0
721N,Koiviston Auto,6,6,100.0
85N,Nobina Finland,11,11,100.0
86K,Nobina Finland,8,8,100.0
86N,Nobina Finland,4,4,100.0
87N,Nobina Finland,9,9,100.0
901B,Pohjolan Liikenne,1,1,100.0
213N,Nobina Finland,10,10,100.0
21N,Nobina Finland,10,10,100.0
174Z,Pohjolan Liikenne,1,1,100.0
175V,Pohjolan Liikenne,3,3,100.0
181,Pohjolan Liikenne,6,6,100.0
182,Pohjolan Liikenne,2,2,100.0
182A,Pohjolan Liikenne,2,2,100.0
182K,Pohjolan Liikenne,4,4,100.0
183,Taksikuljetus Harri Vuolle,2,2,100.0
90A,Koiviston Auto,3,3,100.0
912,Taksikuljetus Harri Vuolle,5,5,100.0
843,Pohjolan Liikenne,4,4,100.0
85K,Nobina Finland,22,22,100.0
643K,Pohjolan Liikenne,7,7,100.0
67N,Pohjolan Liikenne,2,2,100.0
69N,Pohjolan Liikenne,10,10,100.0
242,V-S Bussipalvelut,7,7,100.0
243V,Nobina Finland,6,6,100.0
246,Nobina Finland,26,26,100.0
246K,Nobina Finland,11,11,100.0
247B,Nobina Finland,2,2,100.0
61N,Pohjolan Liikenne,9,9,100.0
624N,Koiviston Auto,4,4,100.0
913B,Taksikuljetus Harri Vuolle,3,3,100.0
914,Taksikuljetus Harri Vuolle,3,3,100.0
914B,Taksikuljetus Harri Vuolle,2,2,100.0
914T,Taksikuljetus Harri Vuolle,2,2,100.0
915B,Taksikuljetus Harri Vuolle,3,3,100.0
916,Taksikuljetus Harri Vuolle,2,2,100.0
917,Taksikuljetus Harri Vuolle,5,5,100.0
92N,Koiviston Auto,12,12,100.0
172,Pohjolan Liikenne,5,5,100.0
173,Pohjolan Liikenne,11,11,100.0
173N,Pohjolan Liikenne,4,4,100.0
633N,Pohjolan Liikenne,2,2,100.0
570N,Koiviston Auto,16,16,100.0
584T,Tammelundin Liikenne,1,1,100.0
522B,Pohjolan Liikenne,21,21,100.0
518,Koiviston Auto,12,12,100.0
521K,Pohjolan Liikenne,12,12,100.0
415N,Pohjolan Liikenne,5,5,100.0
94B,V-S Bussipalvelut,2,2,100.0
94N,Koiviston Auto,12,12,100.0
95N,Koiviston Auto,8,8,100.0
961B,Nurmijärven Linja,2,2,100.0
963B,Pohjolan Liikenne,2,2,100.0
913A,Taksikuljetus Harri Vuolle,2,2,100.0
431N,Nobina Finland,5,5,100.0
436N,Koiviston Auto,3,3,100.0
345N,Nobina Finland,1,1,100.0
349B,Nobina Finland,2,2,100.0
987A,Pohjolan Liikenne,1,1,100.0
989,Pohjolan Liikenne,1,1,100.0
137,V-S Bussipalvelut,7,7,100.0
989A,Pohjolan Liikenne,2,2,100.0
105B,Nobina Finland,1,1,100.0
989B,Pohjolan Liikenne,3,3,100.0
102N,Nobina Finland,9,9,100.0
989V,Pohjolan Liikenne,1,1,100.0
