linja,operaattori,suunnitellut,ajettu,luotettavuus
202N,Pohjolan Liikenne,2,1,50.0
961,Nurmijärven Linja,18,10,55.56
66K,Pohjolan Liikenne,12,7,58.33
901,Pohjolan Liikenne,11,7,63.64
901K,Pohjolan Liikenne,3,2,66.67
172,Pohjolan Liikenne,4,3,75.0
79B,Pohjolan Liikenne,35,29,82.86
719B,Bus Travel Reissu Ruoti,6,5,83.33
24,Nobina Finland,40,34,85.0
736B,Koiviston Auto,7,6,85.71
36,Nurmijärven Linja,8,7,87.5
533,Nobina Finland,129,114,88.37
235N,Pohjolan Liikenne,9,8,88.89
201B,Pohjolan Liikenne,36,32,88.89
42,Nobina Finland,102,91,89.22
41A,Nobina Finland,106,95,89.62
236,Pohjolan Liikenne,63,57,90.48
571,Pohjolan Liikenne,99,90,90.91
713,Bus Travel Reissu Ruoti,12,11,91.67
908,Pohjolan Liikenne,12,11,91.67
37,Nobina Finland,138,127,92.03
903K,Pohjolan Liikenne,13,12,92.31
71,Nobina Finland,234,216,92.31
243,Nobina Finland,27,25,92.59
521,Pohjolan Liikenne,57,53,92.98
121A,Nobina Finland,43,40,93.02
718A,Koiviston Auto,15,14,93.33
57,Nobina Finland,208,195,93.75
964,Pohjolan Liikenne,16,15,93.75
831,Pohjolan Liikenne,33,31,93.94
231N,Pohjolan Liikenne,17,16,94.12
165,Pohjolan Liikenne,99,94,94.95
224,Pohjolan Liikenne,62,59,95.16
173Z,Pohjolan Liikenne,54,52,96.3
171,Pohjolan Liikenne,58,56,96.55
200,Nobina Finland,195,189,96.92
431,Koiviston Auto,66,64,96.97
25,Nobina Finland,104,101,97.12
522,Pohjolan Liikenne,72,70,97.22
554,Koiviston Auto,121,118,97.52
105,Pohjolan Liikenne,122,119,97.54
736,Koiviston Auto,48,47,97.92
553,Koiviston Auto,116,114,98.28
78,Nobina Finland,135,133,98.52
81,Nobina Finland,150,148,98.67
67,Pohjolan Liikenne,153,151,98.69
214,Pohjolan Liikenne,86,85,98.84
574,Pohjolan Liikenne,88,87,98.86
631,Koiviston Auto,105,104,99.05
717,Koiviston Auto,110,109,99.09
560,Koiviston Auto,231,229,99.13
125,Nobina Finland,126,125,99.21
600,Koiviston Auto,255,253,99.22
611,Pohjolan Liikenne,129,128,99.22
111,Koiviston Auto,129,128,99.22
434,Tammelundin Liikenne,143,142,99.3
75,Pohjolan Liikenne,146,145,99.32
88,Nobina Finland,155,154,99.35
65,Pohjolan Liikenne,163,162,99.39
59,Pohjolan Liikenne,214,213,99.53
300,Nobina Finland,223,222,99.55
510,Nobina Finland,225,224,99.56
989V,Pohjolan Liikenne,1,1,100.0
989B,Pohjolan Liikenne,3,3,100.0
989A,Pohjolan Liikenne,2,2,100.0
989,Pohjolan Liikenne,1,1,100.0
987T,Pohjolan Liikenne,2,2,100.0
987B,Pohjolan Liikenne,5,5,100.0
987A,Pohjolan Liikenne,1,1,100.0
987,Pohjolan Liikenne,5,5,100.0
986B,Pohjolan Liikenne,5,5,100.0
986,Pohjolan Liikenne,9,9,100.0
985,Pohjolan Liikenne,62,62,100.0
984K,Pohjolan Liikenne,5,5,100.0
984,Pohjolan Liikenne,4,4,100.0
982,Pohjolan Liikenne,12,12,100.0
98,Koiviston Auto,104,104,100.0
97V,Koiviston Auto,92,92,100.0
124,Nobina Finland,126,126,100.0
121,Nobina Finland,38,38,100.0
119,V-S Bussipalvelut,6,6,100.0
118N,Nobina Finland,19,19,100.0
118,Nobina Finland,181,181,100.0
117,V-S Bussipalvelut,4,4,100.0
116,V-S Bussipalvelut,4,4,100.0
114N,Koiviston Auto,9,9,100.0
114,Koiviston Auto,135,135,100.0
113N,Koiviston Auto,10,10,100.0
113,Koiviston Auto,130,130,100.0
112N,Nobina Finland,19,19,100.0
992,Pohjolan Liikenne,8,8,100.0
245A,Nobina Finland,57,57,100.0
244,Nobina Finland,28,28,100.0
243V,Nobina Finland,5,5,100.0
242,V-S Bussipalvelut,9,9,100.0
241V,V-S Bussipalvelut,10,10,100.0
241,V-S Bussipalvelut,12,12,100.0
239V,Pohjolan Liikenne,10,10,100.0
239,Pohjolan Liikenne,53,53,100.0
237V,Pohjolan Liikenne,10,10,100.0
237,Pohjolan Liikenne,14,14,100.0
232,V-S Bussipalvelut,4,4,100.0
33,Nurmijärven Linja,33,33,100.0
321,Nobina Finland,45,45,100.0
32,Nurmijärven Linja,8,8,100.0
313,Korsisaari,6,6,100.0
311,Koiviston Auto,84,84,100.0
31,Nurmijärven Linja,8,8,100.0
30,Nobina Finland,194,194,100.0
26,V-S Bussipalvelut,133,133,100.0
247B,Nobina Finland,2,2,100.0
247,Nobina Finland,30,30,100.0
246T,Nobina Finland,7,7,100.0
246KT,Nobina Finland,3,3,100.0
246K,Nobina Finland,11,11,100.0
246,Nobina Finland,26,26,100.0
415N,Pohjolan Liikenne,8,8,100.0
413,Korsisaari,6,6,100.0
400,Koiviston Auto,202,202,100.0
40,Nobina Finland,264,264,100.0
35,Nurmijärven Linja,10,10,100.0
349BK,Nobina Finland,7,7,100.0
349B,Nobina Finland,3,3,100.0
349,Nobina Finland,7,7,100.0
345N,Nobina Finland,2,2,100.0
345K,Nobina Finland,9,9,100.0
345,Nobina Finland,45,45,100.0
343,Korsisaari,4,4,100.0
34,Nurmijärven Linja,20,20,100.0
335,Nobina Finland,84,84,100.0
23,Pohjolan Liikenne,157,157,100.0
22K,Tammelundin Liikenne,7,7,100.0
22B,Tammelundin Liikenne,77,77,100.0
229,V-S Bussipalvelut,10,10,100.0
227N,Pohjolan Liikenne,9,9,100.0
227K,Pohjolan Liikenne,7,7,100.0
227,Pohjolan Liikenne,64,64,100.0
224B,Pohjolan Liikenne,56,56,100.0
22,Tammelundin Liikenne,79,79,100.0
21N,Tammelundin Liikenne,18,18,100.0
215,Pohjolan Liikenne,86,86,100.0
214A,Pohjolan Liikenne,8,8,100.0
213N,Nobina Finland,9,9,100.0
213,Nobina Finland,63,63,100.0
500,Pohjolan Liikenne,219,219,100.0
447,Korsisaari,19,19,100.0
446,Korsisaari,19,19,100.0
445,Tammelundin Liikenne,55,55,100.0
444T,Korsisaari,7,7,100.0
444,Korsisaari,11,11,100.0
443K,Tammelundin Liikenne,10,10,100.0
443,Tammelundin Liikenne,41,41,100.0
436N,Koiviston Auto,9,9,100.0
433,Tammelundin Liikenne,46,46,100.0
431N,Nobina Finland,14,14,100.0
431B,Koiviston Auto,23,23,100.0
542,Pohjolan Liikenne,184,184,100.0
54,Koiviston Auto,111,111,100.0
531,Pohjolan Liikenne,161,161,100.0
530,Pohjolan Liikenne,208,208,100.0
53,Nobina Finland,65,65,100.0
522B,Pohjolan Liikenne,23,23,100.0
521K,Pohjolan Liikenne,12,12,100.0
520,Pohjolan Liikenne,215,215,100.0
52,Nobina Finland,197,197,100.0
518,Koiviston Auto,12,12,100.0
506,Pohjolan Liikenne,127,127,100.0
502,Nobina Finland,140,140,100.0
212,Nobina Finland,45,45,100.0
21,Tammelundin Liikenne,231,231,100.0
207,V-S Bussipalvelut,13,13,100.0
203,Pohjolan Liikenne,46,46,100.0
202,Pohjolan Liikenne,103,103,100.0
201,Nurmijärven Linja,14,14,100.0
20,Nobina Finland,187,187,100.0
184,Taksikuljetus Harri Vuolle,4,4,100.0
183,Taksikuljetus Harri Vuolle,2,2,100.0
182K,Pohjolan Liikenne,1,1,100.0
182A,Pohjolan Liikenne,1,1,100.0
182,Pohjolan Liikenne,3,3,100.0
