linja,operaattori,suunnitellut,ajettu,luotettavuus
207,V-S Bussipalvelut,13,13,100.0
203,Pohjolan Liikenne,47,47,100.0
202,Pohjolan Liikenne,71,71,100.0
201B,Pohjolan Liikenne,34,34,100.0
201,Nurmijärven Linja,14,14,100.0
200,Nobina Finland,193,193,100.0
20,Nobina Finland,163,163,100.0
184,Taksikuljetus Harri Vuolle,5,5,100.0
183,Taksikuljetus Harri Vuolle,5,5,100.0
237,Pohjolan Liikenne,13,13,100.0
236,Pohjolan Liikenne,37,37,100.0
235N,Pohjolan Liikenne,5,5,100.0
232,V-S Bussipalvelut,4,4,100.0
231N,Pohjolan Liikenne,10,10,100.0
23,Pohjolan Liikenne,144,144,100.0
22B,Tammelundin Liikenne,71,71,100.0
229,V-S Bussipalvelut,10,10,100.0
227,Pohjolan Liikenne,71,71,100.0
224B,Pohjolan Liikenne,1,1,100.0
224,Pohjolan Liikenne,69,69,100.0
22,Tammelundin Liikenne,73,73,100.0
21N,Tammelundin Liikenne,10,10,100.0
215,Pohjolan Liikenne,63,63,100.0
214A,Pohjolan Liikenne,8,8,100.0
248X,Nobina Finland,61,61,100.0
247B,Nobina Finland,2,2,100.0
247,Nobina Finland,29,29,100.0
246K,Nobina Finland,17,17,100.0
246,Nobina Finland,20,20,100.0
245A,Nobina Finland,56,56,100.0
244,Nobina Finland,27,27,100.0
243V,Nobina Finland,6,6,100.0
243,Nobina Finland,26,26,100.0
242,V-S Bussipalvelut,9,9,100.0
241V,V-S Bussipalvelut,10,10,100.0
241,V-S Bussipalvelut,12,12,100.0
24,Nobina Finland,74,74,100.0
239V,Pohjolan Liikenne,8,8,100.0
239,Pohjolan Liikenne,41,41,100.0
237V,Pohjolan Liikenne,12,12,100.0
349B,Nobina Finland,7,7,100.0
345N,Nobina Finland,1,1,100.0
345,Nobina Finland,43,43,100.0
34,Nurmijärven Linja,18,18,100.0
335,Nobina Finland,67,67,100.0
33,Nurmijärven Linja,33,33,100.0
321,Nobina Finland,37,37,100.0
32,Nurmijärven Linja,8,8,100.0
313,Korsisaari,6,6,100.0
311,Koiviston Auto,74,74,100.0
31,Nurmijärven Linja,8,8,100.0
30,Nobina Finland,165,165,100.0
26,V-S Bussipalvelut,120,120,100.0
25,Nobina Finland,104,104,100.0
434,Tammelundin Liikenne,108,108,100.0
433,Tammelundin Liikenne,32,32,100.0
431N,Nobina Finland,5,5,100.0
431B,Koiviston Auto,14,14,100.0
431,Koiviston Auto,66,66,100.0
42,Nobina Finland,101,101,100.0
415N,Pohjolan Liikenne,5,5,100.0
413,Korsisaari,6,6,100.0
41,Nobina Finland,102,102,100.0
401X,Nobina Finland,195,195,100.0
400,Koiviston Auto,278,278,100.0
37,Nobina Finland,178,178,100.0
35,Nurmijärven Linja,10,10,100.0
349BK,Nobina Finland,12,12,100.0
521K,Pohjolan Liikenne,11,11,100.0
521,Pohjolan Liikenne,57,57,100.0
520,Pohjolan Liikenne,215,215,100.0
518,Koiviston Auto,10,10,100.0
510,Nobina Finland,187,187,100.0
502,Nobina Finland,96,96,100.0
500,Pohjolan Liikenne,185,185,100.0
447,Korsisaari,19,19,100.0
446,Korsisaari,19,19,100.0
445,Tammelundin Liikenne,37,37,100.0
444T,Korsisaari,7,7,100.0
444,Korsisaari,11,11,100.0
443,Tammelundin Liikenne,33,33,100.0
436N,Koiviston Auto,3,3,100.0
560,Koiviston Auto,221,221,100.0
554,Koiviston Auto,116,116,100.0
55,Pohjolan Liikenne,113,113,100.0
549,Nobina Finland,100,100,100.0
548,Nobina Finland,97,97,100.0
544,Nobina Finland,122,122,100.0
54,Koiviston Auto,106,106,100.0
533,Nobina Finland,103,103,100.0
531,Pohjolan Liikenne,137,137,100.0
530,Pohjolan Liikenne,207,207,100.0
53,Nobina Finland,50,50,100.0
522B,Pohjolan Liikenne,8,8,100.0
587,Koiviston Auto,53,53,100.0
584,Tammelundin Liikenne,56,56,100.0
583K,Tammelundin Liikenne,20,20,100.0
583,Tammelundin Liikenne,35,35,100.0
582V,Nobina Finland,12,12,100.0
582,Nobina Finland,53,53,100.0
576,Tammelundin Liikenne,38,38,100.0
572,Nobina Finland,54,54,100.0
570N,Koiviston Auto,16,16,100.0
570,Koiviston Auto,212,212,100.0
57,Nobina Finland,199,199,100.0
566,Nobina Finland,54,54,100.0
561,Koiviston Auto,102,102,100.0
182Y,Pohjolan Liikenne,21,21,100.0
182K,Pohjolan Liikenne,3,3,100.0
182,Pohjolan Liikenne,2,2,100.0
175V,Pohjolan Liikenne,2,2,100.0
175K,Pohjolan Liikenne,2,2,100.0
175,Pohjolan Liikenne,2,2,100.0
173Z,Pohjolan Liikenne,42,42,100.0
173N,Pohjolan Liikenne,4,4,100.0
173,Pohjolan Liikenne,15,15,100.0
171Z,Pohjolan Liikenne,3,3,100.0
171,Pohjolan Liikenne,55,55,100.0
169,V-S Bussipalvelut,6,6,100.0
168,V-S Bussipalvelut,5,5,100.0
167,V-S Bussipalvelut,51,51,100.0
166K,V-S Bussipalvelut,4,4,100.0
166,V-S Bussipalvelut,38,38,100.0
633N,Pohjolan Liikenne,2,2,100.0
633,Koiviston Auto,42,42,100.0
631,Koiviston Auto,100,100,100.0
63,Koiviston Auto,132,132,100.0
624N,Koiviston Auto,4,4,100.0
623,Koiviston Auto,50,50,100.0
61N,Pohjolan Liikenne,9,9,100.0
619,Koiviston Auto,94,94,100.0
617,Koiviston Auto,16,16,100.0
614,Koiviston Auto,17,17,100.0
611,Pohjolan Liikenne,124,124,100.0
61,Pohjolan Liikenne,116,116,100.0
59,Pohjolan Liikenne,182,182,100.0
702,V-S Bussipalvelut,7,7,100.0
701,V-S Bussipalvelut,6,6,100.0
69N,Pohjolan Liikenne,9,9,100.0
67N,Pohjolan Liikenne,2,2,100.0
67,Pohjolan Liikenne,133,133,100.0
665A,Pohjolan Liikenne,6,6,100.0
665,Pohjolan Liikenne,29,29,100.0
66,Pohjolan Liikenne,133,133,100.0
65,Pohjolan Liikenne,138,138,100.0
643K,Pohjolan Liikenne,7,7,100.0
643,Pohjolan Liikenne,33,33,100.0
642,Pohjolan Liikenne,32,32,100.0
641,Pohjolan Liikenne,73,73,100.0
64,Pohjolan Liikenne,107,107,100.0
721N,Koiviston Auto,6,6,100.0
719K,Bus Travel Reissu Ruoti,12,12,100.0
719B,Bus Travel Reissu Ruoti,6,6,100.0
719,Bus Travel Reissu Ruoti,24,24,100.0
718A,Koiviston Auto,12,12,100.0
718,Koiviston Auto,10,10,100.0
717N,Koiviston Auto,11,11,100.0
717K,Koiviston Auto,2,2,100.0
717,Koiviston Auto,106,106,100.0
713B,Bus Travel Reissu Ruoti,1,1,100.0
713,Bus Travel Reissu Ruoti,12,12,100.0
712,Koiviston Auto,22,22,100.0
74N,Tammelundin Liikenne,14,14,100.0
74,Tammelundin Liikenne,99,99,100.0
73N,Tammelundin Liikenne,14,14,100.0
739,Koiviston Auto,42,42,100.0
738,Pohjolan Liikenne,12,12,100.0
737K,Koiviston Auto,8,8,100.0
737,Koiviston Auto,5,5,100.0
736B,Koiviston Auto,3,3,100.0
736,Koiviston Auto,34,34,100.0
735,Koiviston Auto,101,101,100.0
734,Koiviston Auto,72,72,100.0
731N,Koiviston Auto,7,7,100.0
731,Koiviston Auto,93,93,100.0
73,Tammelundin Liikenne,100,100,100.0
812,V-S Bussipalvelut,15,15,100.0
81,Nobina Finland,141,141,100.0
805,V-S Bussipalvelut,18,18,100.0
80,Nobina Finland,123,123,100.0
79N,Pohjolan Liikenne,7,7,100.0
79,Nobina Finland,190,190,100.0
788K,Pohjolan Liikenne,7,7,100.0
788,Pohjolan Liikenne,5,5,100.0
787K,Pohjolan Liikenne,6,6,100.0
787A,Pohjolan Liikenne,4,4,100.0
787,Pohjolan Liikenne,3,3,100.0
785K,Pohjolan Liikenne,8,8,100.0
785,Pohjolan Liikenne,5,5,100.0
844,Pohjolan Liikenne,31,31,100.0
843,Pohjolan Liikenne,9,9,100.0
842,Pohjolan Liikenne,29,29,100.0
841,Pohjolan Liikenne,36,36,100.0
84,Nobina Finland,138,138,100.0
831K,Pohjolan Liikenne,33,33,100.0
831,Pohjolan Liikenne,31,31,100.0
83,Nobina Finland,54,54,100.0
82B,Nobina Finland,11,11,100.0
82,Nobina Finland,113,113,100.0
818,V-S Bussipalvelut,15,15,100.0
817,V-S Bussipalvelut,20,20,100.0
816,V-S Bussipalvelut,14,14,100.0
815,V-S Bussipalvelut,10,10,100.0
814,V-S Bussipalvelut,10,10,100.0
813,V-S Bussipalvelut,37,37,100.0
907,Pohjolan Liikenne,7,7,100.0
904A,Pohjolan Liikenne,7,7,100.0
903K,Pohjolan Liikenne,3,3,100.0
903,Pohjolan Liikenne,3,3,100.0
902,Pohjolan Liikenne,6,6,100.0
90,Koiviston Auto,137,137,100.0
89,Nobina Finland,121,121,100.0
88,Nobina Finland,131,131,100.0
87N,Nobina Finland,9,9,100.0
87,Nobina Finland,134,134,100.0
86N,Nobina Finland,4,4,100.0
86K,Nobina Finland,8,8,100.0
86,Nobina Finland,114,114,100.0
85N,Nobina Finland,11,11,100.0
85K,Nobina Finland,22,22,100.0
85,Nobina Finland,106,106,100.0
94B,V-S Bussipalvelut,2,2,100.0
94A,Koiviston Auto,137,137,100.0
94,Koiviston Auto,133,133,100.0
92N,Koiviston Auto,12,12,100.0
92,Koiviston Auto,132,132,100.0
916K,Taksikuljetus Harri Vuolle,4,4,100.0
916,Taksikuljetus Harri Vuolle,3,3,100.0
915T,Taksikuljetus Harri Vuolle,3,3,100.0
915B,Taksikuljetus Harri Vuolle,2,2,100.0
914T,Taksikuljetus Harri Vuolle,3,3,100.0
912K,Taksikuljetus Harri Vuolle,2,2,100.0
912,Taksikuljetus Harri Vuolle,2,2,100.0
911,Pohjolan Liikenne,32,32,100.0
90N,Koiviston Auto,12,12,100.0
90A,Koiviston Auto,3,3,100.0
908,Pohjolan Liikenne,7,7,100.0
165N,Pohjolan Liikenne,9,9,100.0
165,Pohjolan Liikenne,78,78,100.0
164K,Nobina Finland,15,15,100.0
164,Nobina Finland,14,14,100.0
163K,Pohjolan Liikenne,65,65,100.0
162,Pohjolan Liikenne,132,132,100.0
158,Nobina Finland,132,132,100.0
149,V-S Bussipalvelut,10,10,100.0
148,V-S Bussipalvelut,10,10,100.0
147N,Pohjolan Liikenne,10,10,100.0
137,V-S Bussipalvelut,7,7,100.0
133,Pohjolan Liikenne,55,55,100.0
125N,Nobina Finland,8,8,100.0
125,Nobina Finland,101,101,100.0
977,Pohjolan Liikenne,34,34,100.0
977V,Pohjolan Liikenne,33,33,100.0
978,Pohjolan Liikenne,39,39,100.0
978K,Pohjolan Liikenne,32,32,100.0
97N,Koiviston Auto,10,10,100.0
97V,Koiviston Auto,92,92,100.0
98,Koiviston Auto,103,103,100.0
985,Pohjolan Liikenne,45,45,100.0
986B,Pohjolan Liikenne,2,2,100.0
995,Pohjolan Liikenne,3,3,100.0
102N,Koiviston Auto,9,9,100.0
