linja,operaattori,suunnitellut,ajettu,luotettavuus
712,Koiviston Auto,22,11,50.0
66K,Pohjolan Liikenne,4,2,50.0
36,Nurmijärven Linja,8,5,62.5
736B,Koiviston Auto,5,4,80.0
721N,Koiviston Auto,11,9,81.82
112N,Nobina Finland,17,14,82.35
831,Pohjolan Liikenne,15,13,86.67
41A,Nobina Finland,93,83,89.25
166,V-S Bussipalvelut,24,22,91.67
57,Nobina Finland,177,163,92.09
124,Nobina Finland,118,109,92.37
549,Nobina Finland,120,112,93.33
243,Nobina Finland,16,15,93.75
159,Nobina Finland,112,105,93.75
158,Nobina Finland,120,113,94.17
502,Nobina Finland,87,82,94.25
506,Pohjolan Liikenne,92,87,94.57
85N,Nobina Finland,21,20,95.24
37,Nobina Finland,115,111,96.52
531,Pohjolan Liikenne,124,120,96.77
87,Nobina Finland,113,110,97.35
739,Koiviston Auto,38,37,97.37
165,Pohjolan Liikenne,78,76,97.44
96,Koiviston Auto,120,117,97.5
25,Nobina Finland,94,92,97.87
84,Nobina Finland,124,122,98.39
81,Nobina Finland,130,128,98.46
631,Koiviston Auto,73,72,98.63
40,Nobina Finland,226,223,98.67
717,Koiviston Auto,94,93,98.94
67,Pohjolan Liikenne,107,106,99.07
90,Koiviston Auto,121,120,99.17
71,Nobina Finland,174,173,99.43
201,Nurmijärven Linja,14,14,100.0
202,Pohjolan Liikenne,69,69,100.0
202N,Pohjolan Liikenne,2,2,100.0
214A,Pohjolan Liikenne,20,20,100.0
215,Pohjolan Liikenne,66,66,100.0
21,Tammelundin Liikenne,187,187,100.0
214,Pohjolan Liikenne,52,52,100.0
224,Pohjolan Liikenne,61,61,100.0
224B,Pohjolan Liikenne,6,6,100.0
227,Pohjolan Liikenne,69,69,100.0
227N,Pohjolan Liikenne,9,9,100.0
22B,Tammelundin Liikenne,72,72,100.0
23,Pohjolan Liikenne,122,122,100.0
21N,Tammelundin Liikenne,18,18,100.0
22,Tammelundin Liikenne,69,69,100.0
235N,Pohjolan Liikenne,9,9,100.0
200,Nobina Finland,174,174,100.0
147N,Pohjolan Liikenne,18,18,100.0
133,Pohjolan Liikenne,53,53,100.0
163K,Pohjolan Liikenne,61,61,100.0
162,Pohjolan Liikenne,121,121,100.0
125N,Nobina Finland,18,18,100.0
16,Nobina Finland,91,91,100.0
114N,Koiviston Auto,8,8,100.0
114,Koiviston Auto,116,116,100.0
118N,Nobina Finland,18,18,100.0
118,Nobina Finland,126,126,100.0
125,Nobina Finland,117,117,100.0
113N,Koiviston Auto,10,10,100.0
113,Koiviston Auto,108,108,100.0
102N,Koiviston Auto,19,19,100.0
311,Koiviston Auto,64,64,100.0
300,Nobina Finland,201,201,100.0
30,Nobina Finland,153,153,100.0
247B,Nobina Finland,2,2,100.0
246T,Nobina Finland,1,1,100.0
247,Nobina Finland,18,18,100.0
246K,Nobina Finland,17,17,100.0
246,Nobina Finland,9,9,100.0
239,Pohjolan Liikenne,34,34,100.0
245A,Nobina Finland,48,48,100.0
349BK,Nobina Finland,2,2,100.0
42,Nobina Finland,92,92,100.0
431,Koiviston Auto,37,37,100.0
400,Koiviston Auto,183,183,100.0
415N,Pohjolan Liikenne,8,8,100.0
349,Nobina Finland,2,2,100.0
434,Tammelundin Liikenne,100,100,100.0
433,Tammelundin Liikenne,28,28,100.0
431N,Nobina Finland,14,14,100.0
436N,Koiviston Auto,9,9,100.0
500,Pohjolan Liikenne,149,149,100.0
445,Tammelundin Liikenne,35,35,100.0
510,Nobina Finland,159,159,100.0
443,Tammelundin Liikenne,30,30,100.0
52,Nobina Finland,176,176,100.0
520,Pohjolan Liikenne,196,196,100.0
522,Pohjolan Liikenne,34,34,100.0
521,Pohjolan Liikenne,34,34,100.0
530,Pohjolan Liikenne,191,191,100.0
345N,Nobina Finland,2,2,100.0
345,Nobina Finland,46,46,100.0
335B,Nobina Finland,63,63,100.0
544,Nobina Finland,110,110,100.0
542,Pohjolan Liikenne,161,161,100.0
533,Nobina Finland,117,117,100.0
55,Pohjolan Liikenne,100,100,100.0
554,Koiviston Auto,116,116,100.0
56,Nobina Finland,176,176,100.0
560,Koiviston Auto,188,188,100.0
548,Nobina Finland,118,118,100.0
561,Koiviston Auto,89,89,100.0
562,Koiviston Auto,98,98,100.0
570,Koiviston Auto,199,199,100.0
571,Pohjolan Liikenne,82,82,100.0
574,Pohjolan Liikenne,71,71,100.0
576,Tammelundin Liikenne,37,37,100.0
582,Nobina Finland,23,23,100.0
553,Koiviston Auto,95,95,100.0
583,Tammelundin Liikenne,53,53,100.0
231N,Pohjolan Liikenne,16,16,100.0
24,Nobina Finland,34,34,100.0
236,Pohjolan Liikenne,36,36,100.0
242,V-S Bussipalvelut,22,22,100.0
244,Nobina Finland,15,15,100.0
165N,Pohjolan Liikenne,17,17,100.0
167,V-S Bussipalvelut,24,24,100.0
171,Pohjolan Liikenne,52,52,100.0
173,Pohjolan Liikenne,13,13,100.0
173N,Pohjolan Liikenne,6,6,100.0
173Z,Pohjolan Liikenne,22,22,100.0
182A,Pohjolan Liikenne,10,10,100.0
20,Nobina Finland,149,149,100.0
105,Pohjolan Liikenne,68,68,100.0
111,Koiviston Auto,107,107,100.0
633N,Pohjolan Liikenne,10,10,100.0
63,Koiviston Auto,109,109,100.0
625,Korsisaari,20,20,100.0
624N,Koiviston Auto,10,10,100.0
623,Koiviston Auto,35,35,100.0
624,Koiviston Auto,69,69,100.0
61N,Pohjolan Liikenne,19,19,100.0
619,Koiviston Auto,68,68,100.0
59,Pohjolan Liikenne,143,143,100.0
611,Pohjolan Liikenne,94,94,100.0
61,Pohjolan Liikenne,101,101,100.0
600,Koiviston Auto,213,213,100.0
587,Koiviston Auto,36,36,100.0
587BK,Koiviston Auto,4,4,100.0
584,Tammelundin Liikenne,54,54,100.0
665,Pohjolan Liikenne,30,30,100.0
711K,Koiviston Auto,71,71,100.0
69N,Pohjolan Liikenne,20,20,100.0
69,Koiviston Auto,94,94,100.0
67N,Pohjolan Liikenne,12,12,100.0
665N,Pohjolan Liikenne,2,2,100.0
719,Bus Travel Reissu Ruoti,7,7,100.0
717N,Koiviston Auto,18,18,100.0
717K,Koiviston Auto,2,2,100.0
721,Koiviston Auto,70,70,100.0
719K,Bus Travel Reissu Ruoti,8,8,100.0
73,Tammelundin Liikenne,88,88,100.0
731,Koiviston Auto,66,66,100.0
643N,Pohjolan Liikenne,3,3,100.0
66,Pohjolan Liikenne,106,106,100.0
65,Pohjolan Liikenne,121,121,100.0
64,Pohjolan Liikenne,99,99,100.0
735,Koiviston Auto,92,92,100.0
