linja,operaattori,suunnitellut,ajettu,luotettavuus
549,Nobina Finland,142,142,100.0
548,Nobina Finland,140,140,100.0
614K,Koiviston Auto,16,16,100.0
614,Koiviston Auto,16,16,100.0
61,Pohjolan Liikenne,138,138,100.0
588B,Koiviston Auto,8,8,100.0
588,Koiviston Auto,8,8,100.0
587BK,Koiviston Auto,13,13,100.0
587,Koiviston Auto,53,53,100.0
584T,Tammelundin Liikenne,1,1,100.0
584,Tammelundin Liikenne,76,76,100.0
583K,Tammelundin Liikenne,29,29,100.0
583,Tammelundin Liikenne,46,46,100.0
582V,Nobina Finland,12,12,100.0
582,Nobina Finland,54,54,100.0
246,Nobina Finland,26,26,100.0
245A,Nobina Finland,57,57,100.0
244,Nobina Finland,28,28,100.0
243V,Nobina Finland,5,5,100.0
242,V-S Bussipalvelut,9,9,100.0
241V,V-S Bussipalvelut,10,10,100.0
241,V-S Bussipalvelut,12,12,100.0
24,Nobina Finland,40,40,100.0
239V,Pohjolan Liikenne,10,10,100.0
239,Pohjolan Liikenne,53,53,100.0
237V,Pohjolan Liikenne,10,10,100.0
237,Pohjolan Liikenne,14,14,100.0
236,Pohjolan Liikenne,63,63,100.0
232,V-S Bussipalvelut,4,4,100.0
643,Pohjolan Liikenne,39,39,100.0
642K,Pohjolan Liikenne,6,6,100.0
642,Pohjolan Liikenne,37,37,100.0
641,Pohjolan Liikenne,100,100,100.0
633,Koiviston Auto,41,41,100.0
63,Koiviston Auto,146,146,100.0
625,Korsisaari,38,38,100.0
624,Koiviston Auto,100,100,100.0
623,Koiviston Auto,74,74,100.0
619,Koiviston Auto,96,96,100.0
617,Koiviston Auto,16,16,100.0
22K,Tammelundin Liikenne,7,7,100.0
22B,Tammelundin Liikenne,77,77,100.0
229,V-S Bussipalvelut,10,10,100.0
227K,Pohjolan Liikenne,7,7,100.0
227,Pohjolan Liikenne,64,64,100.0
224B,Pohjolan Liikenne,56,56,100.0
22,Tammelundin Liikenne,79,79,100.0
215,Pohjolan Liikenne,86,86,100.0
214A,Pohjolan Liikenne,8,8,100.0
213N,Nobina Finland,9,9,100.0
71,Nobina Finland,234,234,100.0
702,V-S Bussipalvelut,7,7,100.0
701,V-S Bussipalvelut,6,6,100.0
70,Koiviston Auto,126,126,100.0
69,Koiviston Auto,136,136,100.0
665A,Pohjolan Liikenne,17,17,100.0
665,Pohjolan Liikenne,47,47,100.0
643K,Pohjolan Liikenne,11,11,100.0
73,Tammelundin Liikenne,111,111,100.0
724,Koiviston Auto,8,8,100.0
723,Korsisaari,11,11,100.0
719K,Bus Travel Reissu Ruoti,12,12,100.0
719,Bus Travel Reissu Ruoti,24,24,100.0
717K,Koiviston Auto,2,2,100.0
717,Koiviston Auto,110,110,100.0
713B,Bus Travel Reissu Ruoti,1,1,100.0
213,Nobina Finland,63,63,100.0
212,Nobina Finland,45,45,100.0
21,Tammelundin Liikenne,231,231,100.0
207,V-S Bussipalvelut,13,13,100.0
203,Pohjolan Liikenne,46,46,100.0
202,Pohjolan Liikenne,103,103,100.0
201B,Pohjolan Liikenne,36,36,100.0
201,Nurmijärven Linja,14,14,100.0
200,Nobina Finland,195,195,100.0
184,Taksikuljetus Harri Vuolle,4,4,100.0
183,Taksikuljetus Harri Vuolle,2,2,100.0
182K,Pohjolan Liikenne,1,1,100.0
182A,Pohjolan Liikenne,1,1,100.0
182,Pohjolan Liikenne,3,3,100.0
77,Pohjolan Liikenne,114,114,100.0
75,Pohjolan Liikenne,146,146,100.0
74B,Tammelundin Liikenne,4,4,100.0
74,Tammelundin Liikenne,108,108,100.0
738,Pohjolan Liikenne,13,13,100.0
737K,Koiviston Auto,13,13,100.0
737,Koiviston Auto,8,8,100.0
736B,Koiviston Auto,7,7,100.0
736,Koiviston Auto,48,48,100.0
734,Koiviston Auto,72,72,100.0
731,Koiviston Auto,93,93,100.0
805,V-S Bussipalvelut,18,18,100.0
79B,Pohjolan Liikenne,35,35,100.0
79,Nobina Finland,192,192,100.0
788K,Pohjolan Liikenne,4,4,100.0
788,Pohjolan Liikenne,13,13,100.0
787K,Pohjolan Liikenne,4,4,100.0
787A,Pohjolan Liikenne,5,5,100.0
787,Pohjolan Liikenne,3,3,100.0
785K,Pohjolan Liikenne,13,13,100.0
785,Pohjolan Liikenne,5,5,100.0
78,Nobina Finland,135,135,100.0
841,Pohjolan Liikenne,36,36,100.0
84,Nobina Finland,176,176,100.0
839K,Bus Travel Reissu Ruoti,13,13,100.0
839,Bus Travel Reissu Ruoti,10,10,100.0
831K,Pohjolan Liikenne,38,38,100.0
83,Nobina Finland,65,65,100.0
82,Nobina Finland,145,145,100.0
818,V-S Bussipalvelut,15,15,100.0
817,V-S Bussipalvelut,20,20,100.0
816,V-S Bussipalvelut,14,14,100.0
815,V-S Bussipalvelut,10,10,100.0
814,V-S Bussipalvelut,10,10,100.0
813,V-S Bussipalvelut,37,37,100.0
812,V-S Bussipalvelut,15,15,100.0
90,Koiviston Auto,158,158,100.0
89,Nobina Finland,144,144,100.0
88,Nobina Finland,155,155,100.0
86K,Nobina Finland,8,8,100.0
86,Nobina Finland,142,142,100.0
85,Nobina Finland,129,129,100.0
844,Pohjolan Liikenne,29,29,100.0
843,Pohjolan Liikenne,4,4,100.0
842,Pohjolan Liikenne,35,35,100.0
841B,Pohjolan Liikenne,2,2,100.0
181,Pohjolan Liikenne,6,6,100.0
175V,Pohjolan Liikenne,8,8,100.0
175K,Pohjolan Liikenne,1,1,100.0
175,Pohjolan Liikenne,9,9,100.0
174Z,Pohjolan Liikenne,1,1,100.0
173Z,Pohjolan Liikenne,54,54,100.0
173,Pohjolan Liikenne,11,11,100.0
172,Pohjolan Liikenne,4,4,100.0
171Z,Pohjolan Liikenne,13,13,100.0
171B,Pohjolan Liikenne,1,1,100.0
171,Pohjolan Liikenne,58,58,100.0
169,V-S Bussipalvelut,6,6,100.0
168,V-S Bussipalvelut,5,5,100.0
167,V-S Bussipalvelut,51,51,100.0
166,V-S Bussipalvelut,42,42,100.0
909K,Pohjolan Liikenne,5,5,100.0
909,Pohjolan Liikenne,10,10,100.0
908K,Pohjolan Liikenne,5,5,100.0
907,Pohjolan Liikenne,20,20,100.0
906,Pohjolan Liikenne,8,8,100.0
905,Pohjolan Liikenne,14,14,100.0
904,Pohjolan Liikenne,5,5,100.0
903,Pohjolan Liikenne,9,9,100.0
902K,Pohjolan Liikenne,7,7,100.0
902,Pohjolan Liikenne,6,6,100.0
901K,Pohjolan Liikenne,3,3,100.0
901B,Pohjolan Liikenne,1,1,100.0
901,Pohjolan Liikenne,11,11,100.0
92,Koiviston Auto,152,152,100.0
917,Taksikuljetus Harri Vuolle,5,5,100.0
916K,Taksikuljetus Harri Vuolle,11,11,100.0
916,Taksikuljetus Harri Vuolle,2,2,100.0
915T,Taksikuljetus Harri Vuolle,5,5,100.0
915B,Taksikuljetus Harri Vuolle,3,3,100.0
915A,Taksikuljetus Harri Vuolle,2,2,100.0
914B,Taksikuljetus Harri Vuolle,3,3,100.0
914,Taksikuljetus Harri Vuolle,4,4,100.0
913B,Taksikuljetus Harri Vuolle,3,3,100.0
913A,Taksikuljetus Harri Vuolle,2,2,100.0
912K,Taksikuljetus Harri Vuolle,5,5,100.0
912,Taksikuljetus Harri Vuolle,5,5,100.0
911,Pohjolan Liikenne,17,17,100.0
966,Pohjolan Liikenne,8,8,100.0
965,Pohjolan Liikenne,11,11,100.0
964K,Pohjolan Liikenne,2,2,100.0
963B,Pohjolan Liikenne,2,2,100.0
963,Pohjolan Liikenne,34,34,100.0
962,Pohjolan Liikenne,9,9,100.0
961B,Nurmijärven Linja,2,2,100.0
961,Nurmijärven Linja,18,18,100.0
96,Koiviston Auto,157,157,100.0
95,Koiviston Auto,136,136,100.0
94B,V-S Bussipalvelut,2,2,100.0
94A,Koiviston Auto,136,136,100.0
94,Koiviston Auto,154,154,100.0
978K,Pohjolan Liikenne,32,32,100.0
978,Pohjolan Liikenne,37,37,100.0
977V,Pohjolan Liikenne,33,33,100.0
977,Pohjolan Liikenne,32,32,100.0
976,Pohjolan Liikenne,68,68,100.0
975,Pohjolan Liikenne,60,60,100.0
973,Pohjolan Liikenne,82,82,100.0
972,Pohjolan Liikenne,20,20,100.0
971B,Pohjolan Liikenne,4,4,100.0
971,Korsisaari,22,22,100.0
97,Koiviston Auto,72,72,100.0
968,Pohjolan Liikenne,7,7,100.0
164K,Nobina Finland,21,21,100.0
164,Nobina Finland,20,20,100.0
163K,Pohjolan Liikenne,66,66,100.0
162,Pohjolan Liikenne,134,134,100.0
16,Nobina Finland,90,90,100.0
159,Nobina Finland,129,129,100.0
149,V-S Bussipalvelut,10,10,100.0
148,V-S Bussipalvelut,10,10,100.0
138,V-S Bussipalvelut,6,6,100.0
137,V-S Bussipalvelut,7,7,100.0
133,Pohjolan Liikenne,61,61,100.0
992,Pohjolan Liikenne,8,8,100.0
993,Pohjolan Liikenne,8,8,100.0
993K,Pohjolan Liikenne,5,5,100.0
994,Pohjolan Liikenne,7,7,100.0
994K,Pohjolan Liikenne,6,6,100.0
995,Pohjolan Liikenne,12,12,100.0
996,Pohjolan Liikenne,12,12,100.0
105,Pohjolan Liikenne,122,122,100.0
